0,title,url,stage,date,start_time,end_time
2431,SMOOVE & TURRELL LIVE,https://smooveandturrell.com/,TRUTH STAGE,23/06/2023,17:30,18:30
2432,SMOOVE & TURRELL LIVE,https://smooveandturrell.com/,TRUTH STAGE,23/06/2023,14:00,17:30
2433,SNAZZBACK MEETS FLOWDAN AND GROVE,https://www.facebook.com/snazzback/,TRUTH STAGE,22/06/2023,22:30,23:15
2434,SNAZZBACK,https://snazzback.bandcamp.com/album/ruins-everything,THE BANDSTAND,23/06/2023,19:30,20:30
2435,SNIFF 'N' THE TEARS,https://www.sniffnthetears.com,ACOUSTIC STAGE,23/06/2023,13:00,13:40
2436,SOICHI TERADA (LIVE),,THE WOW,25/06/2023,18:00,19:30
2437,SOIL SESSIONS: JOURNEY BENEATH THE RAVE TREE - MUSICIANS AND DJS,,GREENPEACE (BEAM),22/06/2023,22:00,02:00
2438,SOIL SESSIONS: JOURNEY BENEATH THE RAVE TREE - MUSICIANS AND DJS,,GREENPEACE (BEAM),23/06/2023,22:00,02:00
2439,SOIL SESSIONS: JOURNEY BENEATH THE RAVE TREE - MUSICIANS AND DJS,,GREENPEACE (BEAM),24/06/2023,22:00,02:00
2440,SOL CINEMA,http://www.thesolcinema.org,BELLA'S FIELD,22/06/2023,13:30,16:30
2441,SOL CINEMA,http://www.thesolcinema.org,BELLA'S FIELD,23/06/2023,12:00,18:00
2442,SOL CINEMA,http://www.thesolcinema.org,BELLA'S FIELD,24/06/2023,12:00,18:00
2443,SOLAR + MOZHGAN,,THE WOW,22/06/2023,21:00,22:30
2444,SOLSTICE,https://www.solsticeprog.uk,TOAD HALL,24/06/2023,23:00,23:50
2445,SONG WORKSHOPS,https://www.facebook.com/listentoleti/,HUMBLEWELL ACTIVE PLATFORM,25/06/2023,11:45,12:45
2446,SONGWRITING WORKSHOP WITH LETI,https://www.facebook.com/listentoleti/,HUMBLEWELL ACTIVE PLATFORM,22/06/2023,12:15,13:15
2447,SONGWRITING WORKSHOP WITH LETI,https://www.facebook.com/listentoleti/,HUMBLEWELL ACTIVE PLATFORM,23/06/2023,12:15,13:15
2448,SONGWRITING WORKSHOP WITH LETI,https://www.facebook.com/listentoleti/,HUMBLEWELL ACTIVE PLATFORM,24/06/2023,11:00,12:00
2449,SONIA STEIN,https://www.instagram.com/soniasteinmusic/?hl=en,STRUMMERVILLE,24/06/2023,14:00,14:30
2450,SONWAH,,BLIND TIGER,25/06/2023,18:00,19:00
2451,SOPHIE COWEN,http://d0 i have the power to tackle the fossil fuel industry? the answer is in your pocket,SPEAKERS FORUM,22/06/2023,11:00,12:00
2452,SOPHIE ELLIS-BEXTOR,https://sophieellisbextor.net/,PYRAMID STAGE,25/06/2023,12:15,13:00
2453,SOREL REGAN FROM CIRK HES - NEXTGEN,https://www.circusworksdevoran.org/,OUTSIDE CIRCUS STAGE,23/06/2023,20:03,20:09
2454,SPACE HAWKS TRIBUTE TO NIK TURNER AND MICK SLATTERY- FEATURING MEMBERS AND FRIENDS OF SPACE RITUAL,https://www.facebook.com/mandalastage/videos/587130079899958/,MANDALA STAGE,24/06/2023,00:00,01:00
2455,SPACE HAWKS TRIBUTE TO NIK TURNER AND MICK SLATTERY- FEATURING MEMBERS AND FRIENDS OF SPACE RITUAL,https://www.facebook.com/mandalastage/videos/587130079899958/,MANDALA STAGE,24/06/2023,23:00,00:00
2456,SPACE MISTRESS,https://www.instagram.com/spacemistresss/,THE SISTXRHOOD,24/06/2023,00:00,01:00
2457,SPARKS,https://allsparks.com/,THE PARK STAGE,23/06/2023,21:15,22:15
2458,SPARROW,,CORNISH ARMS,22/06/2023,12:00,14:00
2459,SPARROW,,CORNISH ARMS,24/06/2023,10:00,12:00
2460,SPEAKERS CORNER QUARTET,https://www.instagram.com/speakerscornerquartet/?hl=en-gb,WEST HOLTS STAGE,25/06/2023,15:30,16:30
2461,SPECIAL GUEST: DANIEL GONCALVES,http://danielgoncalves.eu/,RIMSKI'S YARD,25/06/2023,17:30,TBA
2462,SPENCER JONES,https://www.spendals.co.uk/,CABARET,23/06/2023,14:35,14:55
2463,SPENCER JONES,https://www.spendals.co.uk/,CABARET,24/06/2023,13:50,14:10
2464,SPFDJ,https://www.instagram.com/spfd.j/,THE TEMPLE,23/06/2023,03:30,04:45
2465,SPIDER-MAN: ACROSS THE SPIDER-VERSE CERT TBC,https://www.imdb.com/title/tt9362722/,PILTON PALAIS CINEMA,24/06/2023,12:30,14:30
2466,SPLASH TEST DUMMIES,https://www.dummiescorp.com/,THE ASTROLABE THEATRE,23/06/2023,11:00,12:00
2467,SPLASH TEST DUMMIES,https://www.dummiescorp.com/,THE ASTROLABE THEATRE,24/06/2023,11:00,12:00
2468,SPLASH TEST DUMMIES,https://www.dummiescorp.com/,THE ASTROLABE THEATRE,25/06/2023,11:00,12:00
2469,SPLINTERS,,THE BANDSTAND,23/06/2023,14:00,14:40
2470,SPOT MY G,https://www.instagram.com/spot.my.g/,THE SISTXRHOOD,24/06/2023,02:30,04:00
2471,SPYRO,https://instagram.com/yesspyro?igshid=ymmymta2m2y=,THE SALON CAROUSEL,24/06/2023,00:00,01:00
2472,STACKY,https://www.instagram.com/stacky/,VILLAGE INN,22/06/2023,16:00,18:00
2473,STACKY,https://www.instagram.com/stacky/,TOLPUDDLE,23/06/2023,21:30,23:30
2474,STANLAEY,https://www.stanlaey.com,THE BANDSTAND,23/06/2023,11:45,12:15
2475,STANTON WARRIORS,https://soundcloud.com/stantonwarriors,RABBIT HOLE'S FUNKINGHAM PALACE,24/06/2023,01:00,02:30
2476,STANTON WARRIORS,https://www.facebook.com/stantonwarriors/,BIMBLE INN,24/06/2023,03:45,05:30
2477,STAR FEMININE BAND,https://www.instagram.com/starfeminineband/?hl=en,WEST HOLTS STAGE,23/06/2023,11:30,12:30
2478,STAR ONE,http://star.one (@staroneuk) • instagram photos and videos,NOWHERE,24/06/2023,22:00,23:00
2479,STAY HUNGRY,https://stay-hungry.co.uk/,THE HIVE,24/06/2023,17:00,17:45
2480,STEFFLON DON,https://officialstefflondon.com/,PYRAMID STAGE,23/06/2023,14:45,15:45
2481,STEPHEN FROST IMPRO ALLSTARS,,THE ASTROLABE THEATRE,23/06/2023,15:20,16:20
2482,STEPHEN FROST IMPRO ALLSTARS,,THE ASTROLABE THEATRE,24/06/2023,15:20,16:20
2483,STEPHEN K AMOS,https://www.stephenkamos.com/,CABARET,25/06/2023,18:50,19:20
2484,STEVE DAVIS & KAVUS TORABI,https://www.facebook.com/kavustorab,GLADE DOME,23/06/2023,01:25,02:55
2485,STEVE EARLE,http://steveearle.com,ACOUSTIC STAGE,23/06/2023,20:00,21:00
2486,STEVE KNIGHTLEY,https://showofhands.co.uk,TOAD HALL,24/06/2023,21:00,21:45
2487,STEVE KNIGHTLEY,,AVALON'S CAFÉ STAGE,22/06/2023,19:00,19:45
2488,STEVE RAWLINGS,https://steverawlingsjuggler.com/,CIRCUS BIG TOP,23/06/2023,21:41,22:01
2489,STEVE RAWLINGS,https://steverawlingsjuggler.com/,CIRCUS BIG TOP,24/06/2023,21:42,22:02
2490,STEVE RAWLINGS,https://steverawlingsjuggler.com/,CIRCUS BIG TOP,25/06/2023,15:39,15:59
2491,STEVEN JULIEN,https://www.instagram.com/stevenjulien/?hl=en,SAN REMO,23/06/2023,17:30,19:00
2492,STEVIE P,,SMALL WORLD STAGE,23/06/2023,12:00,12:45
2493,STONE,https://www.stone.band/,BBC MUSIC INTRODUCING,23/06/2023,19:00,19:30
2494,STORM MOLLISON,,STONEBRIDGE BAR,22/06/2023,18:00,19:00
2495,STORY TELLING WITH EMMA CHARLTON,https://www.earthflowertherapies.com/story-telling,HUMBLEWELL RETREAT YURT,25/06/2023,12:15,13:15
2496,STRANDZ,,THE LONELY HEARTS CLUB,23/06/2023,19:45,20:15
2497,STRUMMERVILLE DJS,,STRUMMERVILLE,23/06/2023,13:00,14:45
2498,STRUMMERVILLE SESSIONS,,STRUMMERVILLE,25/06/2023,12:00,16:00
2499,STRUMMERVILLE SESSIONS,,STRUMMERVILLE,25/06/2023,12:00,13:55
2500,STUART GOLDSMITH (COMPERE),https://www.stuartgoldsmith.com/,THE ASTROLABE THEATRE,22/06/2023,19:00,00:05
2501,STUART GOLDSMITH,https://www.stuartgoldsmith.com/,CABARET,25/06/2023,17:05,17:35
2502,SUB ATOMIC SOULS,https://www.facebook.com/subatomicsoulspage/?locale=en_gb,THE ROCKET LOUNGE,25/06/2023,00:00,01:00
2503,SUB FOCUS B2B DIMENSION FT. ID,https://www.instagram.com/subfocus/ https://www.instagram.com/dimension/,THE TEMPLE,25/06/2023,00:00,01:00
2504,SUB FOCUS DJ SET & ID,,THE LEVELS,24/06/2023,20:00,21:30
2505,SUBB-AN,https://www.instagram.com/subb_an/,GREENPEACE,24/06/2023,22:45,00:00
2506,SUCHI,,THE LEVELS,25/06/2023,12:00,13:30
2507,SUDAN ARCHIVES,https://sudanarchives.com/,WEST HOLTS STAGE,24/06/2023,14:30,15:30
2508,SUGARBEAR AND NINEBOB,"https://www.instagram.com/habanawax_records/?hl=en
 https://www.facebook.com/thenycdownlow/photos/a.3024906544259089/3635530256530045/?type=3",THE MEAT RACK,23/06/2023,04:30,06:00
2509,"SULTA SELECTS W/ DENIS SULTA, DAN SHAKE B2B ELKKA + AHADADREAM",,STONEBRIDGE BAR,24/06/2023,16:00,22:00
2510,SUN KINGS,https://soundcloud.com/user-909871868,THE BANDSTAND,22/06/2023,22:40,23:30
2511,SUNDAY HOST: DRAG SYNDROME & FRIENDS,,TRUTH STAGE,25/06/2023,21:30,05:00
2512,SUNS OF ACID,,FLYING BUS,25/06/2023,00:00,01:30
2513,SUPER SOCA SHOW,https://ujimaradio.com/show/super-soca-show/,THE BUG,22/06/2023,18:00,20:30
2514,SURF JAZ,https://www.youtube.com/watch?v=anogior0hpw,MANDALA STAGE,23/06/2023,19:00,20:00
2515,SURUSINGHE,,STONEBRIDGE BAR,24/06/2023,04:00,05:00
2516,SURUSINGHE,http://suze gurusinghe (@surusinghe) | instagram,NOWHERE,23/06/2023,18:00,19:00
2517,SWINGBOATS,,GLEBELAND,22/06/2023,12:00,18:00
2518,SWINGBOATS,,GLEBELAND,23/06/2023,11:00,19:00
2519,SWINGBOATS,,GLEBELAND,24/06/2023,11:00,19:00
2520,SWINGBOATS,,GLEBELAND,25/06/2023,11:00,19:00
2521,SYD AND NIK,,AVALON'S CAFÉ STAGE,23/06/2023,15:05,15:35
2522,SYREETA (UK GARAGE SET),,STONEBRIDGE BAR,22/06/2023,20:30,22:00
2523,SYREETA,https://www.instagram.com/syreetamusic/,GLADE,23/06/2023,18:45,20:00
2524,SYREETA,https://www.instagram.com/syreetamusic,GREENPEACE,25/06/2023,23:30,01:00
2525,SYSTEM OLYMPIA,https://www.instagram.com/systemolympia/,SAN REMO,24/06/2023,15:30,17:00
2526,SYZ,https://www.instagram.com/olisyz/,BABYLON UPRISING,24/06/2023,01:00,02:00
2527,T. JACQUES,https://ra.co/dj/tjacques,THE MEAT RACK,25/06/2023,03:30,05:00
2528,T>I B2B D-MINDS (RUN IN THE JUNGLE SHOWCASE),https://www.instagram.com/the_infuriator/ https://www.instagram.com/dminds__/,THE TEMPLE,25/06/2023,02:00,03:00
2529,TAAHLIAH,,THE LEVELS,25/06/2023,20:00,21:30
2530,TAIKO MEANTIME,https://facebook.com/taikomeantime,THE ASTROLABE THEATRE,23/06/2023,19:50,20:35
2531,TAIKO MEANTIME,https://facebook.com/taikomeantime,THE ASTROLABE THEATRE,24/06/2023,19:50,20:35
2532,TAIKO MEANTIME,https://facebook.com/taikomeantime,THE ASTROLABE THEATRE,25/06/2023,19:00,19:45
2533,TAKE THE JUMP TO A WORLD OF LESS STUFF AND MORE JOY,https://takethejump.org,TOAD HALL,25/06/2023,16:00,16:40
2534,TAKE THE JUMP,https://takethejump.org,LABORATORY STAGE,24/06/2023,13:30,14:00
2535,TALIESIN,https://fanlink.to/taliesin,THE RABBIT HOLE,23/06/2023,13:45,14:15
2536,TANK HOWLS,,BLIND TIGER,25/06/2023,13:00,14:00
2537,TANUKICHI,https://soundcloud.com/tanukichi,THE SALON CAROUSEL,24/06/2023,02:00,03:00
2538,TARA LILY,https://www.taralilymood.com/,BBC MUSIC INTRODUCING,25/06/2023,19:00,19:30
2539,TARZSA,https://www.instagram.com/tarzsa_williams/,PLATFORM 23,25/06/2023,23:00,00:00
2540,TASH LC,https://ra.co/dj/tash-lc,IICON,23/06/2023,04:30,06:00
2541,TASHA,http://tasha (@tasha_neighbourhood) • instagram photos and videos,NOWHERE,22/06/2023,17:30,18:00
2542,TAUTUMEITAS,https://www.tautumeitas.lv/home,TOAD HALL,24/06/2023,00:15,01:30
2543,TBA,,THE PARK STAGE,24/06/2023,19:45,20:45
2544,TBA,,GREENPEACE,24/06/2023,00:00,01:30
2545,TBA,,GREENPEACE,25/06/2023,15:30,17:00
2546,TBA,,BBC MUSIC INTRODUCING,23/06/2023,17:00,17:30
2547,TBA,,BBC MUSIC INTRODUCING,24/06/2023,17:45,18:30
2548,TBA,,BBC MUSIC INTRODUCING,25/06/2023,17:00,17:30
2549,TBA,,BABYLON UPRISING,23/06/2023,00:00,01:30
2550,TBA,,THE BANDSTAND,22/06/2023,15:20,16:00
2551,TBA,,THE LEVELS,23/06/2023,00:00,01:30
2552,TBA,,MAVERICKS,23/06/2023,00:00,03:00
2553,TBA,,MAVERICKS,24/06/2023,00:00,03:00
2554,TBA,,MAVERICKS,25/06/2023,00:00,02:00
2555,TBA,,THE RABBIT HOLE,24/06/2023,01:00,02:00
2556,TBA,,WOODSIES,23/06/2023,19:30,20:30
2557,TBA,,THE TEMPLE,23/06/2023,22:00,23:00
2558,TBA,,THE TEMPLE,24/06/2023,03:00,04:30
2559,TBA,,THE TEMPLE,24/06/2023,00:00,01:30
2560,TBA,,THE RUM SHACK,25/06/2023,00:00,01:00
2561,TBA,,WOODSIES,24/06/2023,18:00,19:00
2562,TBA,,NOWHERE,25/06/2023,01:00,02:00
2563,TBA,,NOWHERE,25/06/2023,00:00,01:00
2564,TBA,http://tbc,TRUTH STAGE,24/06/2023,01:30,02:15
2565,TBC,,AVALON'S CAFÉ STAGE,25/06/2023,20:50,21:20
2566,"TEACHINGS IN DUB TAKEOVER: DUBKASM, KING ORIGINAL SOUND (FEAT FOOTSIE, SIR SPYRO & JAH MODEL), ISHMAEL ENSEMBLE & RIDER SHAFIQUE (DJ SET), QUEEN BEE (BRISTOL HIFI)",,THE FIRMLY ROOTED SOUNDSYSTEM,23/06/2023,12:00,18:00
2567,TEAM CANTEEN PRESENTS: 'OUR RIGHT TO EAT WELL',,THE INFORMATION,25/06/2023,13:15,14:00
2568,TEAM LOVE X BLACK BRITISH BOOK FESTIVAL PRESENTS: 'GOING AGAINST THE GRAIN',,THE INFORMATION,25/06/2023,14:30,15:15
2569,TELMARY (PA),https://www.instagram.com/_telmary_/,THE RUM SHACK,23/06/2023,23:45,00:30
2570,TELMARY,https://telmary.com,GLASTO LATINO,24/06/2023,00:00,01:30
2571,TENTED TALK - CHRIS BARLTROP,https://www.centreforcircusculture.org/,CIRCUS BIG TOP,24/06/2023,10:30,11:15
2572,TENTED TALK - JANI FOLDI - CLOUDSWING,,CIRCUS BIG TOP,24/06/2023,11:20,12:05
2573,TENTED TALK - STREET THEATRE/BUSKING,,CIRCUS BIG TOP,23/06/2023,10:30,11:15
2574,TENTED TALK - TRAD CIRCUS,,CIRCUS BIG TOP,23/06/2023,11:20,12:05
2575,TEXAS,https://www.texas.uk.com/,PYRAMID STAGE,23/06/2023,16:15,17:15
2576,"THAT RAY'S TRANS CABARET. PERFORMERS: PURINA ALPHA, RUBIE, OEDIPUSSY REX, JO TYABJI, GORDIE SPORE AND STAR ANISE","https://www.instagram.com/itsthat_ray/ , https://www.instagram.com/purina.alpha/ , https://www.instagram.com/rubie____/ , https://www.instagram.com/oedipussi.rex/ ,",THE SISTXRHOOD,23/06/2023,00:00,02:00
2577,THE ANNUNAKI FANCLUB,,THE BANDSTAND,25/06/2023,19:15,20:00
2578,THE AUTUMN SAINTS,https://www.theautumnsaints.com/,THE HIVE,23/06/2023,15:00,16:00
2579,THE AUTUMN SAINTS,,AVALON'S CAFÉ STAGE,24/06/2023,16:35,17:05
2580,THE AUTUMN SAINTS,,AVALON'S CAFÉ STAGE,25/06/2023,10:30,11:30
2581,THE BAGHDADDIES,https://www.baghdaddies.com/,THE BANDSTAND,24/06/2023,00:00,01:00
2582,THE BAGHDADDIES,,AVALON'S CAFÉ STAGE,23/06/2023,00:20,01:20
2583,THE BEATBOX COLLECTIVE & FRIENDS,https://www.thebeatboxcollective.com/,GREENPEACE,25/06/2023,17:00,17:40
2584,THE BEATBOX COLLECTIVE,https://www.thebeatboxcollective.com/,THE BANDSTAND,24/06/2023,18:15,19:00
2585,THE BEATBOX COLLECTIVE,https://www.thebeatboxcollective.com/,THE BUG,23/06/2023,17:00,18:00
2586,THE BEATLES DUB CLUB,https://www.instagram.com/beatlesdubclub/?hl=en,TRUTH STAGE,22/06/2023,19:30,20:00
2587,THE BEATLES DUB CLUB,https://www.instagram.com/beatlesdubclub/?hl=en,TRUTH STAGE,22/06/2023,18:15,18:45
2588,THE BIG MOON,https://www.thebigmoon.co.uk/,WOODSIES,25/06/2023,14:00,15:00
2589,THE BIRTHDAY PARTY,https://www.facebook.com/glastonburybirthdays,JUGGLING TENT,23/06/2023,18:30,19:30
2590,THE BIRTHDAY PARTY,https://www.facebook.com/glastonburybirthdays,JUGGLING TENT,24/06/2023,18:30,19:30
2591,THE BIRTHDAY PARTY,https://www.facebook.com/glastonburybirthdays,JUGGLING TENT,25/06/2023,18:30,19:30
2592,THE BLACK EAGLES,,CIRCUS BIG TOP,23/06/2023,19:14,19:39
2593,THE BLACK EAGLES,,CIRCUS BIG TOP,24/06/2023,19:15,19:40
2594,THE BLACK EAGLES,,CIRCUS BIG TOP,25/06/2023,16:26,16:51
2595,THE BLACK EAGLES,,THE ASTROLABE THEATRE,23/06/2023,12:55,13:20
2596,THE BLACK EAGLES,,THE ASTROLABE THEATRE,24/06/2023,12:55,13:20
2597,THE BLACK EAGLES,,THE ASTROLABE THEATRE,25/06/2023,12:55,13:20
2598,THE BLESSED MADONNA,https://tbm.theblessedmadonna.co.uk/,GENOSYS SOUND SYSTEM,23/06/2023,00:00,02:00
2599,THE BODYGUARD (1992) SING A LONG 15,https://www.imdb.com/title/tt0103855/,PILTON PALAIS CINEMA,24/06/2023,00:30,02:39
2600,THE BOOTLEG BEATLES,https://www.facebook.com/bootlegbeatles,ACOUSTIC STAGE,25/06/2023,18:30,19:30
2601,THE BRISTOL REGGAE ORCHESTRA AND WINDRUSH CHOIR,https://www.bristolreggaeorchestra.com/,PYRAMID STAGE,25/06/2023,11:00,11:45
2602,THE BURNING GLASS,https://theburningglass.co.uk/,THE LIZARD STAGE,21/06/2023,22:00,23:00
2603,THE BURNING GLASS,https://www.facebook.com/theburningglassmusic,MANDALA STAGE,25/06/2023,15:00,16:00
2604,THE BUSY TWIST,,CROISSANT NEUF,23/06/2023,23:30,00:30
2605,THE BUSY TWIST,https://www.facebook.com/thebusytwist/,TRUTH STAGE,24/06/2023,04:00,04:45
2606,THE BUSY TWIST: VILLAGE CUTS TAKEOVER,https://www.instagram.com/thebusytwist/,BABYLON UPRISING,22/06/2023,18:00,19:00
2607,THE CALL OF THE QUETZALCOATL PROPHECY,,FIRESIDE STORIES,25/06/2023,14:30,16:00
2608,THE CARRY NATION,https://ra.co/dj/thecarrynation,NYC DOWNLOW,22/06/2023,01:30,02:55
2609,THE CHEMICAL BROTHERS (DJ SET),https://www.instagram.com/thechemicalbrothers/,ARCADIA,23/06/2023,22:30,00:30
2610,THE CHESHIRE CAT,,RABBIT HOLE'S FUNKINGHAM PALACE,25/06/2023,01:30,02:30
2611,THE CHICKS,https://thechicks.com/,PYRAMID STAGE,25/06/2023,13:30,14:30
2612,THE CHILL OUT TENT,https://chillouttent.com/,THE MEETING PLACE BAR,24/06/2023,21:00,03:00
2613,THE CHRIS JAGGER TRIO,,AVALON'S CAFÉ STAGE,22/06/2023,17:00,17:45
2614,THE CHURNUPS,,PYRAMID STAGE,23/06/2023,18:15,19:30
2615,THE COMET IS COMING,https://www.thecometiscoming.co.uk/,THE PARK STAGE,23/06/2023,18:15,19:15
2616,THE CRATE STACK CHALLENGE,,OUTSIDE CIRCUS STAGE,23/06/2023,10:30,11:30
2617,THE CRATE STACK CHALLENGE,,OUTSIDE CIRCUS STAGE,24/06/2023,10:30,11:30
2618,THE CRAZY GOLF COMPANY,https://www.thecrazygolfcompany.com,BELLA'S FIELD,22/06/2023,11:00,20:00
2619,THE CRAZY GOLF COMPANY,https://www.thecrazygolfcompany.com,BELLA'S FIELD,23/06/2023,11:00,20:00
2620,THE CRAZY GOLF COMPANY,https://www.thecrazygolfcompany.com,BELLA'S FIELD,24/06/2023,11:00,20:00
2621,THE DAMNED,https://www.officialdamned.com,AVALON STAGE,23/06/2023,23:05,00:20
2622,THE DEAD REDS,,SMALL WORLD STAGE,23/06/2023,21:00,22:00
2623,THE DELTA DU BRUIT,,AVALON'S CAFÉ STAGE,25/06/2023,19:20,19:50
2624,THE DELTA DU BRUIT,,AVALON'S CAFÉ STAGE,25/06/2023,17:50,18:20
2625,THE DELTA SOUND,https://www.thedeltasound.com/,THE HIVE,23/06/2023,17:30,18:15
2626,THE DISAPOINTMENTS,https://www.thedisappointments.co.uk/,CIRCUS BIG TOP,22/06/2023,16:00,16:45
2627,THE DISAPOINTMENTS,https://www.thedisappointments.co.uk/,THE GATEWAY,24/06/2023,14:20,15:05
2628,THE DISAPPOINTMENTS,https://thedisappointments.co.uk,CROISSANT NEUF BANDSTAND,22/06/2023,18:00,19:00
2629,THE EGG,https://soundcloud.com/the_egg,THE RABBIT HOLE,25/06/2023,01:00,02:30
2630,THE EGG,https://www.facebook.com/theeggband,GLADE,24/06/2023,01:30,02:55
2631,THE ENTITLED SONS,,AVALON'S CAFÉ STAGE,22/06/2023,18:00,18:45
2632,THE ENTITLED SONS,,AVALON'S CAFÉ STAGE,25/06/2023,23:50,00:30
2633,THE ENTITLED SONS,,AVALON'S CAFÉ STAGE,25/06/2023,22:20,22:50
2634,THE FENCE 18,https://www.imdb.com/title/tt15253488/,PILTON PALAIS CINEMA,25/06/2023,16:45,18:19
2635,THE FIERCE AND THE FABULOUS,https://friskyonline.co.uk/,SENSATION SEEKERS STAGE,22/06/2023,21:35,22:20
2636,THE FIERCE AND THE FABULOUS,https://friskyonline.co.uk/,SENSATION SEEKERS STAGE,23/06/2023,22:15,23:00
2637,THE FIERCE AND THE FABULOUS,https://friskyonline.co.uk/,SENSATION SEEKERS STAGE,24/06/2023,22:00,22:45
2638,THE FIERY JACK TEAM,,THE PAVEMENT,22/06/2023,16:40,17:10
2639,THE FIERY JACK TEAM,,THE PAVEMENT,23/06/2023,18:25,18:55
2640,THE FIERY JACK TEAM,,THE PAVEMENT,25/06/2023,16:40,17:10
2641,THE FLAMENCO THIEF,,SMALL WORLD STAGE,23/06/2023,14:15,15:15
2642,THE FLAMENCO THIEF,,BIMBLE INN,22/06/2023,13:30,14:00
2643,THE FUTURE SHAPE OF SOUND,https://linktr.ee/thefutureshapeofsound,TRUTH STAGE,24/06/2023,05:15,06:00
2644,THE GIN BOWLERS,https://www.rachellawrencemusic.co.uk/the-gin-bowlers/,THE BANDSTAND,24/06/2023,17:05,17:50
2645,THE GLASTONBURY VOX MOB,https://www.thebeatboxcollective.com/,THE PAVEMENT,21/06/2023,15:45,16:30
2646,THE GLASTONBURY VOX MOB,https://www.thebeatboxcollective.com/,SENSATION SEEKERS STAGE,22/06/2023,15:00,15:45
2647,THE GLASTONBURY VOX MOB,https://www.thebeatboxcollective.com/,SENSATION SEEKERS STAGE,23/06/2023,16:05,16:50
2648,THE GLASTONBURY VOX MOB,https://www.thebeatboxcollective.com/,SENSATION SEEKERS STAGE,24/06/2023,16:40,17:25
2649,THE GLASTONBURY VOX MOB,https://www.thebeatboxcollective.com/,SENSATION SEEKERS STAGE,25/06/2023,14:55,15:55
2650,THE GLOBAL COLLECTIVE,https://seventhwavemusic.co.uk,CROISSANT NEUF,25/06/2023,01:00,02:00
2651,THE GUARDIAN LIVE INTERVIEW WITH MEL C,,CABARET,25/06/2023,12:05,12:55
2652,THE GUARDIAN LIVE INTERVIEW WITH SHARLEEN SPITERI,,CABARET,23/06/2023,12:05,12:55
2653,THE GUARDIAN LIVE INTERVIEW,,CABARET,24/06/2023,12:05,12:55
2654,THE HIVEBORN,,THE HIVE,22/06/2023,23:00,03:00
2655,THE HIVEBORN,,THE HIVE,22/06/2023,20:45,21:25
2656,THE HIVEBORN,,THE HIVE,23/06/2023,22:15,23:15
2657,THE HIVES,https://www.thehives.com/,OTHER STAGE,23/06/2023,13:00,13:45
2658,THE HU,https://www.thehuofficial.com/,WEST HOLTS STAGE,25/06/2023,17:00,18:00
2659,THE ILLUSTRIOUS BLACKS LIVE,https://theillustriousblacks.com/,GREENPEACE,23/06/2023,18:50,19:50
2660,"THE JAM, IN HONOUR OF NIK TURNER",https://www.facebook.com/mandalastage/videos/1189661938337162/,MANDALA STAGE,22/06/2023,14:00,15:00
2661,"THE JAM, IN HONOUR OF NIK TURNER",https://www.facebook.com/mandalastage/videos/1189661938337162/,MANDALA STAGE,22/06/2023,13:00,14:00
2662,"THE JAM, IN HONOUR OF NIK TURNER",https://www.facebook.com/mandalastage/videos/1189661938337162/,MANDALA STAGE,23/06/2023,14:00,15:00
2663,"THE JAM, IN HONOUR OF NIK TURNER",https://www.facebook.com/mandalastage/videos/1189661938337162/,MANDALA STAGE,23/06/2023,13:00,14:00
2664,"THE JAM, IN HONOUR OF NIK TURNER",https://www.facebook.com/mandalastage/videos/1189661938337162/,MANDALA STAGE,24/06/2023,14:00,15:00
2665,"THE JAM, IN HONOUR OF NIK TURNER",https://www.facebook.com/mandalastage/videos/1189661938337162/,MANDALA STAGE,24/06/2023,13:00,14:00
2666,"THE JAM, IN HONOUR OF NIK TURNER",https://www.facebook.com/mandalastage/videos/1189661938337162/,MANDALA STAGE,25/06/2023,14:00,15:00
2667,"THE JAM, IN HONOUR OF NIK TURNER",https://www.facebook.com/mandalastage/videos/1189661938337162/,MANDALA STAGE,25/06/2023,13:00,14:00
2668,THE JOY,https://www.instagram.com/thejoyofficialmusic/?hl=en,OTHER STAGE,25/06/2023,11:00,12:00
2669,THE KAIDEN NOLAN BAND,https://www.instagram.com/kaidennolan/,MANDALA STAGE,23/06/2023,01:00,02:00
2670,THE LAST DINNER PARTY,https://www.thelastdinnerparty.co.uk/,WOODSIES,24/06/2023,11:30,12:15
2671,THE LATHUMS,https://www.thelathums.com/#home,OTHER STAGE,24/06/2023,13:00,13:45
2672,THE LIGHTING OF THE FIRE FOR THE FUTURE,,FIRESIDE STORIES,25/06/2023,12:00,14:00
2673,THE LITTLE UNSAID,,SMALL WORLD STAGE,25/06/2023,12:00,01:00
2674,THE LOVE BUZZ,https://www.thelovebuzz.com/,THE HIVE,23/06/2023,21:30,22:15
2675,THE LOVE BUZZ,https://www.instagram.com/thelovebuzz_/?hl=en,STRUMMERVILLE,24/06/2023,19:00,19:45
2676,THE LOVE BUZZ,https://www.thelovebuzz.com/,BREAD AND ROSES,22/06/2023,17:30,18:30
2677,THE LOVE BUZZ,https://www.thelovebuzz.com/,THE RABBIT HOLE,23/06/2023,15:15,16:15
2678,THE LOVE BUZZ,https://www.thelovebuzz.com/,WOODSIES,25/06/2023,11:15,12:00
2679,THE MAGIC NUMBERS,http://@themagicnumbers,ACOUSTIC STAGE,24/06/2023,14:00,14:40
